"";"BirdID";"NestWatchID";"Behaviour";"NestID";"LayDateEarliest";"LayDateLatest";"HatchDateEarliest";"HatchDateLatest";"WatchDate";"BreedGroupID";"ClutchSize";"BroodSize";"ObsDuration";"StartTime";"StatusID";"Status";"Observer";"year";"nrfeeding";"prate";"birthyear";"birthday";"age";"age_years";"age_days";"FieldPeriodID";"TerritoryID";"PeriodStart";"PeriodEnd";"PeriodYear";"groupsize";"nr_helpers";"Island";"Year";"TerritoryNumber";"TQ";"TQcorrected";"prate_z";"lifespan";"lifespan_yrs";"AveAge";"WithinAge";"newstat";"occasionyear";"avg_invert";"SexEstimate";"WatchType";"newlifespan"
"1305";5625;1242;FALSE;2812;"2014-01-22";"2014-01-28";"2014-02-10";"2014-02-13";"2014-02-13";6411;1;1;60;"08:15:00";22890;"BrF";"HE";2014;2;0,0333333333333333;2010;"2010-11-12";4;4;1189;124;112;"2014-01-19";"2014-03-04";2014;3;1;"CN";2014;78;21388,76455;21388,76455;-1,21252742237217;1782;4,88219178082192;3,66666666666667;0,333333333333333;"Dom";2014;6,32106875521429;0;"FI";1574
"1306";5625;1253;FALSE;2812;"2014-01-22";"2014-01-28";"2014-02-10";"2014-02-13";"2014-02-21";6411;1;1;60;"09:05:00";22890;"BrF";"HE";2014;9;0,15;2010;"2010-11-12";4;4;1197;124;112;"2014-01-19";"2014-03-04";2014;3;1;"CN";2014;78;21388,76455;21388,76455;0,382749808670636;1782;4,88219178082192;3,66666666666667;0,333333333333333;"Dom";2014;6,32106875521429;0;"FI";1574
"1307";5625;1466;FALSE;3151;"2014-08-05";"2014-08-05";"2014-08-23";"2014-08-23";"2014-09-01";6730;1;1;60;"14:19:00";23512;"BrF";"MB";2014;7;0,116666666666667;2010;"2010-11-12";4;4;1389;125;112;"2014-06-16";"2014-10-04";2014;6;1;"CN";2014;78;6565,393165;6565,393165;-0,0730436859130179;1782;4,88219178082192;3,66666666666667;0,333333333333333;"Dom";2014;4,45790002828571;0;"F";1574
"1308";5625;1400;FALSE;3151;"2014-08-05";"2014-08-05";"2014-08-23";"2014-08-23";"2014-08-26";6730;1;1;60;"14:05:00";23512;"BrF";"MB";2014;8;0,133333333333333;2010;"2010-11-12";4;4;1383;125;112;"2014-06-16";"2014-10-04";2014;6;1;"CN";2014;78;6565,393165;6565,393165;0,154853061378802;1782;4,88219178082192;3,66666666666667;0,333333333333333;"Dom";2014;4,45790002828571;0;"F";1574
"1309";5625;1146;FALSE;2750;"2013-08-14";"2013-08-16";"2013-08-31";"2013-09-02";"2013-09-09";6128;1;1;60;"07:05:00";21617;"BrF";"HE";2013;5;0,0833333333333333;2010;"2010-11-12";3;3;1032;122;112;"2013-06-18";"2013-09-30";2013;4;0;"CN";2013;78;25237,61833;25237,61833;-0,528837180496682;1782;4,88219178082192;3,66666666666667;-0,666666666666667;"Dom";2013;3,25588827135714;0;"F";1574
"1310";5626;1069;FALSE;2607;"2012-07-23";"2012-07-26";"2012-08-10";"2012-08-12";"2012-08-30";5337;1;1;60;"10:56:00";19858;"BrM";"SAK";2012;11;0,183333333333333;2010;"2010-11-22";2;2;647;116;77;"2012-06-04";"2012-09-30";2012;4;0;"CN";2012;52,1;24859,43811;24859,43811;0,838543303254291;NA;NA;4,57142857142857;-2,57142857142857;"Dom";2012;4,47840260407143;1;"FL";4134
"1311";5626;1117;FALSE;2725;"2013-08-04";"2013-08-07";"2013-08-21";"2013-08-22";"2013-08-27";6109;1;1;61;"08:00:00";21558;"BrM";"HE";2013;12;0,19672131147541;2010;"2010-11-22";3;3;1009;122;77;"2013-06-18";"2013-09-30";2013;4;2;"CN";2013;52,1;13995,01421;13995,01421;1,0216079035379;NA;NA;4,57142857142857;-1,57142857142857;"Dom";2013;3,25588827135714;1;"FI";4134
"1312";5626;2406;FALSE;4775;"2016-06-19";"2016-06-28";"2016-07-08";"2016-07-14";"2016-07-18";7522;1;1;60;"10:53:00";29354;"BrM";"SRP";2016;7;0,116666666666667;2010;"2010-11-22";6;6;2065;159;77;"2016-06-23";"2016-09-19";2016;3;0;"CN";2016;52,1;95827,04708;95827,04708;-0,0730436859130179;NA;NA;4,57142857142857;1,42857142857143;"Dom";2016;4,21428620221429;1;"FI";4134
"1313";5626;2677;FALSE;5341;"2019-07-13";"2019-07-20";"2019-08-01";"2019-08-06";"2019-08-12";8196;1;1;60;"09:36:00";32783;"BrM";"CBC";2019;10;0,166666666666667;2010;"2010-11-22";9;9;3185;173;77;"2019-06-10";"2019-09-23";2019;2;0;NA;NA;NA;NA;NA;0,61064655596247;NA;NA;4,57142857142857;4,42857142857143;"Dom";2019;4,917540181;1;"F";4134
"1314";5626;1495;FALSE;3113;"2014-07-18";"2014-07-26";"2014-08-04";"2014-08-05";"2014-08-28";6700;1;1;60;"11:10:00";23437;"BrM";"MB";2014;4;0,0666666666666667;2010;"2010-11-22";4;4;1375;125;77;"2014-06-16";"2014-10-04";2014;5;2;"CN";2014;52,1;10972,31152;10972,31152;-0,756733927788511;NA;NA;4,57142857142857;-0,571428571428571;"Dom";2014;4,45790002828571;1;"FL";4134
"1315";5626;1380;FALSE;3113;"2014-07-18";"2014-07-26";"2014-08-04";"2014-08-05";"2014-08-12";6700;1;1;60;"13:10:00";23437;"BrM";"MB";2014;3;0,05;2010;"2010-11-22";4;4;1359;125;77;"2014-06-16";"2014-10-04";2014;5;2;"CN";2014;52,1;10972,31152;10972,31152;-0,984630675080341;NA;NA;4,57142857142857;-0,571428571428571;"Dom";2014;4,45790002828571;1;"F";4134
"1316";5626;1482;FALSE;3113;"2014-07-18";"2014-07-26";"2014-08-04";"2014-08-05";"2014-08-18";6700;1;1;60;"13:56:00";23437;"BrM";"MB";2014;6;0,1;2010;"2010-11-22";4;4;1365;125;77;"2014-06-16";"2014-10-04";2014;5;2;"CN";2014;52,1;10972,31152;10972,31152;-0,300940433204852;NA;NA;4,57142857142857;-0,571428571428571;"Dom";2014;4,45790002828571;1;"F";4134
"1317";5630;1338;FALSE;3077;NA;"2014-05-20";NA;"2014-06-06";"2014-06-24";6664;1;1;60;"11:25:00";23307;"BrF";"MB";2014;12;0,2;2011;"2011-04-01";3;3;1180;125;24;"2014-06-16";"2014-10-04";2014;5;0;"CN";2014;18;15725,56002;15725,56002;1,06644005054613;NA;NA;4,75;-1,75;"Dom";2014;4,45790002828571;0;"FL";3835
"1318";5630;2635;FALSE;5168;"2018-07-18";"2018-07-25";"2018-08-06";"2018-08-11";"2018-08-19";8027;1;1;60;"14:57:00";31106;"BrF";"CD";2018;8;0,133333333333333;2011;"2011-04-01";7;7;2697;167;24;"2018-06-19";"2018-09-22";2018;4;1;"CN";2018;18;6386,185174;6386,185174;0,154853061378802;NA;NA;4,75;2,25;"Dom";2018;3,42862364764286;0;"F";3835
"1319";5630;1475;FALSE;3197;"2014-08-20";"2014-08-28";"2014-09-05";"2014-09-14";"2014-09-21";6664;1;1;60;"15:11:00";23307;"BrF";"MB";2014;17;0,283333333333333;2011;"2011-04-01";3;3;1269;125;24;"2014-06-16";"2014-10-04";2014;5;0;"CN";2014;18;15725,56002;15725,56002;2,20592378700527;NA;NA;4,75;-1,75;"Dom";2014;4,45790002828571;0;"F";3835
"1320";5630;2534;FALSE;4923;"2017-06-24";"2017-06-28";"2017-07-12";"2017-07-15";"2017-07-25";7750;1;1;60;"08:35:00";30024;"BrF";"CBC";2017;6;0,1;2011;"2011-04-01";6;6;2307;164;24;"2017-06-21";"2017-09-20";2017;3;0;"CN";2017;18;27174,65776;27174,65776;-0,300940433204852;NA;NA;4,75;1,25;"Dom";2017;11,6117696285;0;"F";3835
"1321";5634;1572;FALSE;3609;"2015-08-17";"2015-08-21";"2015-09-04";"2015-09-06";"2015-09-13";7123;1;1;60;"07:49:00";25078;"BrF";"KLB";2015;11;0,183333333333333;2010;"2010-12-14";5;5;1734;142;165;"2015-06-22";"2015-09-29";2015;6;0;"CN";2015;108;49792,98938;49792,98938;0,838543303254291;2647;7,25205479452055;5,6;-0,6;"Dom";2015;4,85534727157143;0;"F";2472
"1322";5634;1638;FALSE;3609;"2015-08-17";"2015-08-21";"2015-09-04";"2015-09-06";"2015-09-07";7123;1;1;60;"07:54:00";25078;"BrF";"KLB";2015;2;0,0333333333333333;2010;"2010-12-14";5;5;1728;142;165;"2015-06-22";"2015-09-29";2015;6;0;"CN";2015;108;49792,98938;49792,98938;-1,21252742237217;2647;7,25205479452055;5,6;-0,6;"Dom";2015;4,85534727157143;0;"FI";2472
"1323";5634;1234;FALSE;2819;"2014-01-14";"2014-01-19";"2014-02-01";"2014-02-04";"2014-02-12";6418;1;1;60;"08:07:00";22956;"BrF";"HE";2014;7;0,116666666666667;2010;"2010-12-14";4;4;1156;124;165;"2014-01-19";"2014-03-04";2014;3;0;"CN";2014;108;17842,40502;17842,40502;-0,0730436859130179;2647;7,25205479452055;5,6;-1,6;"Dom";2014;6,32106875521429;0;"F";2472
"1324";5634;2549;FALSE;4962;"2017-08-09";"2017-08-11";"2017-08-26";"2017-08-28";"2017-08-29";7783;2;2;60;"08:11:00";30399;"BrF";"CBC";2017;12;0,2;2010;"2010-12-14";7;7;2450;164;165;"2017-06-21";"2017-09-20";2017;7;1;"CN";2017;108;29038,84193;29038,84193;1,06644005054613;2647;7,25205479452055;5,6;1,4;"Dom";2017;11,6117696285;0;"FI";2472
"1325";5634;2551;FALSE;4962;"2017-08-09";"2017-08-11";"2017-08-26";"2017-08-28";"2017-09-05";7783;2;2;60;"10:07:00";30399;"BrF";"CBC";2017;13;0,216666666666667;2010;"2010-12-14";7;7;2457;164;165;"2017-06-21";"2017-09-20";2017;7;1;"CN";2017;108;29038,84193;29038,84193;1,29433679783796;2647;7,25205479452055;5,6;1,4;"Dom";2017;11,6117696285;0;"F";2472
"1326";5635;2578;FALSE;5097;"2018-06-22";"2018-06-22";"2018-07-10";"2018-07-16";"2018-07-18";7959;1;1;60;"11:52:00";31504;"BrF";"CD";2018;7;0,116666666666667;2010;"2010-12-16";8;8;2771;167;481;"2018-06-19";"2018-09-22";2018;5;0;"CN";2018;133;9981,785012;9981,785012;-0,0730436859130179;NA;NA;4,66666666666667;3,33333333333333;"Dom";2018;3,42862364764286;0;"F";3378
"1327";5635;1467;FALSE;3144;"2014-08-07";"2014-08-09";"2014-08-25";"2014-08-26";"2014-09-01";6719;1;1;60;"16:08:00";23635;"BrF";"MB";2014;12;0,2;2010;"2010-12-16";4;4;1355;125;481;"2014-06-16";"2014-10-04";2014;6;2;"CN";2014;133;26887,4277;26887,4277;1,06644005054613;NA;NA;4,66666666666667;-0,666666666666667;"Dom";2014;4,45790002828571;0;"F";3378
"1328";5635;2483;FALSE;4888;"2016-08-24";"2016-08-30";"2016-09-11";"2016-09-15";"2016-09-14";7566;1;1;60;"07:13:00";29530;"BrF";"SRP";2016;5;0,0833333333333333;2010;"2010-12-16";6;6;2099;159;481;"2016-06-23";"2016-09-19";2016;3;0;"CN";2016;133;40951,08437;40951,08437;-0,528837180496682;NA;NA;4,66666666666667;1,33333333333333;"Dom";2016;4,21428620221429;0;"FI";3378
"1329";5635;1151;FALSE;2772;"2013-07-28";"2013-08-05";"2013-08-13";"2013-08-22";"2013-09-15";6156;1;1;60;"12:14:00";21721;"BrF";"HE";2013;10;0,166666666666667;2010;"2010-12-16";3;3;1004;122;481;"2013-06-18";"2013-09-30";2013;4;0;"CN";2013;133;39965,11262;39965,11262;0,61064655596247;NA;NA;4,66666666666667;-1,66666666666667;"Dom";2013;3,25588827135714;0;"FL";3378
"1330";5635;906;FALSE;2398;"2011-07-30";"2011-08-07";"2011-08-17";"2011-08-24";"2011-08-28";5089;1;1;60;"16:00:00";18003;"H";"MH";2011;5;0,0833333333333333;2010;"2010-12-16";1;1;255;105;9;"2011-06-25";"2011-10-02";2011;4;2;"CN";2011;6;92085,58433;92085,58433;-0,528837180496682;NA;NA;4,66666666666667;-3,66666666666667;"Sub";2011;9,22112790171429;0;"F";3378
"1331";5635;1245;FALSE;2832;"2014-01-18";"2014-01-19";"2014-02-04";"2014-02-04";"2014-02-15";6428;1;1;60;"08:53:00";23001;"BrF";"HE";2014;5;0,0833333333333333;2010;"2010-12-16";4;4;1157;124;481;"2014-01-19";"2014-03-04";2014;4;1;"CN";2014;133;33858,90436;33858,90436;-0,528837180496682;NA;NA;4,66666666666667;-0,666666666666667;"Dom";2014;6,32106875521429;0;"FI";3378
"1332";5635;2561;FALSE;5097;"2018-06-22";"2018-06-22";"2018-07-10";"2018-07-16";"2018-07-23";7959;1;1;60;"07:51:00";31504;"BrF";"CD";2018;1;0,0166666666666667;2010;"2010-12-16";8;8;2776;167;481;"2018-06-19";"2018-09-22";2018;5;0;"CN";2018;133;9981,785012;9981,785012;-1,440424169664;NA;NA;4,66666666666667;3,33333333333333;"Dom";2018;3,42862364764286;0;"FI";3378
"1333";5635;1497;FALSE;3144;"2014-08-07";"2014-08-09";"2014-08-25";"2014-08-26";"2014-08-28";6719;1;1;60;"16:37:00";23635;"BrF";"MB";2014;6;0,1;2010;"2010-12-16";4;4;1351;125;481;"2014-06-16";"2014-10-04";2014;6;2;"CN";2014;133;26887,4277;26887,4277;-0,300940433204852;NA;NA;4,66666666666667;-0,666666666666667;"Dom";2014;4,45790002828571;0;"F";3378
"1334";5635;1223;FALSE;2832;"2014-01-18";"2014-01-19";"2014-02-04";"2014-02-04";"2014-02-04";6428;1;1;60;"10:55:00";23001;"BrF";"HE";2014;6;0,1;2010;"2010-12-16";4;4;1146;124;481;"2014-01-19";"2014-03-04";2014;4;1;"CN";2014;133;33858,90436;33858,90436;-0,300940433204852;NA;NA;4,66666666666667;-0,666666666666667;"Dom";2014;6,32106875521429;0;"F";3378
"1335";5638;1375;FALSE;3167;"2014-08-02";"2014-08-02";"2014-08-18";"2014-08-18";"2014-08-19";6714;1;1;63;"10:34:00";23597;"BrM";"MB";2014;5;0,0793650793650794;2011;"2011-05-16";3;3;1191;125;177;"2014-06-16";"2014-10-04";2014;4;1;"CN";2014;120;30176,87893;30176,87893;-0,583098310804259;2319;6,35342465753425;3,33333333333333;-0,333333333333333;"Dom";2014;4,45790002828571;1;"FI";1759
"1336";5638;1465;FALSE;3167;"2014-08-02";"2014-08-02";"2014-08-18";"2014-08-18";"2014-08-31";6714;1;1;60;"13:53:00";23597;"BrM";"MB";2014;2;0,0333333333333333;2011;"2011-05-16";3;3;1203;125;177;"2014-06-16";"2014-10-04";2014;4;1;"CN";2014;120;30176,87893;30176,87893;-1,21252742237217;2319;6,35342465753425;3,33333333333333;-0,333333333333333;"Dom";2014;4,45790002828571;1;"F";1759
"1337";5638;1514;FALSE;3438;"2015-01-20";"2015-01-30";"2015-02-08";"2015-02-15";"2015-02-17";6818;1;1;60;"10:12:00";24186;"BrM";"MB";2015;2;0,0333333333333333;2011;"2011-05-16";4;4;1373;139;177;"2015-01-16";"2015-03-05";2015;4;0;"CN";2015;120;14845,14765;14845,14765;-1,21252742237217;2319;6,35342465753425;3,33333333333333;0,666666666666667;"Dom";2015;3,03440265878571;1;"FI";1759
"1338";5639;2450;FALSE;4851;"2016-07-30";"2016-08-06";"2016-08-18";"2016-08-22";"2016-08-23";7557;1;1;60;"14:16:00";29434;"BrM";"SRP";2016;6;0,1;2011;"2011-05-17";5;5;1925;159;123;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;84;18584,44239;18584,44239;-0,300940433204852;3051;8,35890410958904;4,33333333333333;0,666666666666667;"Dom";2016;4,21428620221429;1;"FI";2853
"1339";5639;1498;FALSE;3135;"2014-08-06";"2014-08-08";"2014-08-22";"2014-08-24";"2014-08-29";6718;1;1;60;"14:01:00";23524;"BrM";"MB";2014;10;0,166666666666667;2011;"2011-05-17";3;3;1200;125;123;"2014-06-16";"2014-10-04";2014;3;0;"CN";2014;84;5326,195594;5326,195594;0,61064655596247;3051;8,35890410958904;4,33333333333333;-1,33333333333333;"Dom";2014;4,45790002828571;1;"F";2853
"1340";5639;2469;FALSE;4851;"2016-07-30";"2016-08-06";"2016-08-18";"2016-08-22";"2016-08-28";7557;1;1;60;"14:12:00";29434;"BrM";"SRP";2016;4;0,0666666666666667;2011;"2011-05-17";5;5;1930;159;123;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;84;18584,44239;18584,44239;-0,756733927788511;3051;8,35890410958904;4,33333333333333;0,666666666666667;"Dom";2016;4,21428620221429;1;"F";2853
"1341";5640;1525;FALSE;3505;"2015-06-24";"2015-06-27";"2015-07-12";"2015-07-12";"2015-07-12";7079;1;1;60;"14:30:00";24835;"H";"KLB";2015;5;0,0833333333333333;2010;"2010-11-28";5;5;1687;142;57;"2015-06-22";"2015-09-29";2015;7;1;"CN";2015;41;36610,50575;36610,50575;-0,528837180496682;NA;NA;5,42857142857143;-0,428571428571429;"Sub";2015;4,85534727157143;0;"FI";4128
"1342";5640;1619;FALSE;3505;"2015-06-24";"2015-06-27";"2015-07-12";"2015-07-12";"2015-07-22";7079;1;1;60;"09:02:00";24835;"H";"KLB";2015;2;0,0333333333333333;2010;"2010-11-28";5;5;1697;142;57;"2015-06-22";"2015-09-29";2015;7;1;"CN";2015;41;36610,50575;36610,50575;-1,21252742237217;NA;NA;5,42857142857143;-0,428571428571429;"Sub";2015;4,85534727157143;0;"F";4128
"1343";5640;1633;FALSE;3611;"2015-08-11";"2015-08-11";"2015-08-27";"2015-08-27";"2015-08-30";7079;1;1;60;"15:24:00";24835;"H";"KLB";2015;5;0,0833333333333333;2010;"2010-11-28";5;5;1736;142;57;"2015-06-22";"2015-09-29";2015;7;1;"CN";2015;41;36610,50575;36610,50575;-0,528837180496682;NA;NA;5,42857142857143;-0,428571428571429;"Sub";2015;4,85534727157143;0;"FI";4128
"1344";5640;2541;FALSE;4931;"2017-07-19";"2017-07-20";"2017-08-05";"2017-08-05";"2017-08-09";7757;1;1;60;"09:00:00";30123;"H";"CBC";2017;1;0,0166666666666667;2010;"2010-11-28";7;7;2446;164;57;"2017-06-21";"2017-09-20";2017;5;2;"CN";2017;41;91843,45246;91843,45246;-1,440424169664;NA;NA;5,42857142857143;1,57142857142857;"Sub";2017;11,6117696285;0;"F";4128
"1345";5640;1518;FALSE;3441;"2015-01-22";"2015-02-05";"2015-02-10";"2015-02-21";"2015-02-23";6811;1;1;60;"15:23:00";23948;"H";"MB";2015;6;0,1;2010;"2010-11-28";5;5;1548;139;57;"2015-01-16";"2015-03-05";2015;9;1;"CN";2015;41;13149,83617;13149,83617;-0,300940433204852;NA;NA;5,42857142857143;-0,428571428571429;"Sub";2015;3,03440265878571;0;"FI";4128
"1346";5640;1519;FALSE;3441;"2015-01-22";"2015-02-05";"2015-02-10";"2015-02-21";"2015-02-24";6811;1;1;60;"08:10:00";23948;"H";"MB";2015;5;0,0833333333333333;2010;"2010-11-28";5;5;1549;139;57;"2015-01-16";"2015-03-05";2015;9;1;"CN";2015;41;13149,83617;13149,83617;-0,528837180496682;NA;NA;5,42857142857143;-0,428571428571429;"Sub";2015;3,03440265878571;0;"FI";4128
"1347";5640;2477;FALSE;4837;"2016-08-04";"2016-08-09";"2016-08-22";"2016-08-25";"2016-09-01";7579;1;1;60;"15:33:00";29306;"H";"SRP";2016;9;0,15;2010;"2010-11-28";6;6;2104;159;57;"2016-06-23";"2016-09-19";2016;4;1;"CN";2016;41;23765,66883;23765,66883;0,382749808670636;NA;NA;5,42857142857143;0,571428571428571;"Sub";2016;4,21428620221429;0;"FI";4128
"1348";5641;2448;FALSE;4879;"2016-07-26";"2016-07-30";"2016-08-14";"2016-08-15";"2016-08-22";7607;1;1;60;"14:21:00";29300;"BrF";"SRP";2016;13;0,216666666666667;2011;"2011-04-01";5;5;1970;159;55;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;39;14119,96036;14119,96036;1,29433679783796;2731;7,48219178082192;4;1;"Dom";2016;4,21428620221429;0;"F";2364
"1349";5641;1615;FALSE;3650;"2015-08-19";"2015-08-23";"2015-09-06";"2015-09-08";"2015-09-11";7124;1;1;60;"14:54:00";24829;"BrF";"KLB";2015;5;0,0833333333333333;2011;"2011-04-01";4;4;1624;142;55;"2015-06-22";"2015-09-29";2015;3;0;"CN";2015;39;40915,6145;40915,6145;-0,528837180496682;2731;7,48219178082192;4;0;"Dom";2015;4,85534727157143;0;"FI";2364
"1350";5641;1463;FALSE;3126;"2014-08-03";"2014-08-06";"2014-08-20";"2014-08-22";"2014-08-29";6710;1;1;60;"07:52:00";23380;"BrF";"MB";2014;6;0,1;2011;"2011-04-01";3;3;1246;125;55;"2014-06-16";"2014-10-04";2014;4;1;"CN";2014;39;22336,21385;22336,21385;-0,300940433204852;2731;7,48219178082192;4;-1;"Dom";2014;4,45790002828571;0;"F";2364
"1351";5641;1488;FALSE;3126;"2014-08-03";"2014-08-06";"2014-08-20";"2014-08-22";"2014-08-24";6710;1;1;60;"09:49:00";23380;"BrF";"MB";2014;3;0,05;2011;"2011-04-01";3;3;1241;125;55;"2014-06-16";"2014-10-04";2014;4;1;"CN";2014;39;22336,21385;22336,21385;-0,984630675080341;2731;7,48219178082192;4;-1;"Dom";2014;4,45790002828571;0;"FI";2364
"1352";5641;2439;FALSE;4879;"2016-07-26";"2016-07-30";"2016-08-14";"2016-08-15";"2016-08-16";7607;1;1;60;"16:02:00";29300;"BrF";"SRP";2016;2;0,0333333333333333;2011;"2011-04-01";5;5;1964;159;55;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;39;14119,96036;14119,96036;-1,21252742237217;2731;7,48219178082192;4;1;"Dom";2016;4,21428620221429;0;"FI";2364
"1353";5642;1145;FALSE;2727;"2013-08-09";"2013-08-13";"2013-08-25";"2013-08-29";"2013-09-06";6111;1;1;60;"06:53:00";21450;"BrF";"HE";2013;6;0,1;2010;"2010-12-03";3;3;1008;122;16;"2013-06-18";"2013-09-30";2013;2;0;"CN";2013;11;40569,05456;40569,05456;-0,300940433204852;1761;4,82465753424658;3;0;"Dom";2013;3,25588827135714;0;"F";1761
"1354";5642;1130;FALSE;2727;"2013-08-09";"2013-08-13";"2013-08-25";"2013-08-29";"2013-08-31";6111;1;1;60;"08:39:00";21450;"BrF";"HE";2013;5;0,0833333333333333;2010;"2010-12-03";3;3;1002;122;16;"2013-06-18";"2013-09-30";2013;2;0;"CN";2013;11;40569,05456;40569,05456;-0,528837180496682;1761;4,82465753424658;3;0;"Dom";2013;3,25588827135714;0;"FI";1761
"1355";5643;1412;FALSE;3091;"2014-07-03";"2014-07-08";"2014-07-21";"2014-07-25";"2014-07-24";6679;1;1;60;"09:22:00";23534;"BrM";"MB";2014;6;0,1;2010;"2010-12-03";4;4;1329;125;127;"2014-06-16";"2014-10-04";2014;5;0;"CN";2014;87;26702,26256;26702,26256;-0,300940433204852;2658;7,28219178082192;4;0;"Dom";2014;4,45790002828571;1;"FI";2282
"1356";5643;1349;FALSE;3091;"2014-07-03";"2014-07-08";"2014-07-21";"2014-07-25";"2014-08-01";6679;1;1;60;"09:15:00";23534;"BrM";"MB";2014;4;0,0666666666666667;2010;"2010-12-03";4;4;1337;125;127;"2014-06-16";"2014-10-04";2014;5;0;"CN";2014;87;26702,26256;26702,26256;-0,756733927788511;2658;7,28219178082192;4;0;"Dom";2014;4,45790002828571;1;"F";2282
"1357";5644;1434;FALSE;3103;"2014-07-18";"2014-07-23";"2014-08-05";"2014-08-09";"2014-08-11";6690;1;1;60;"16:35:00";23540;"H";"MB";2014;7;0,116666666666667;2011;"2011-05-02";3;3;1197;125;128;"2014-06-16";"2014-10-04";2014;6;2;"CN";2014;87,1;36013,04347;36013,04347;-0,0730436859130179;NA;NA;4,69230769230769;-1,69230769230769;"Sub";2014;4,45790002828571;0;"FI";4153
"1358";5644;2555;FALSE;4993;"2017-08-01";"2017-08-05";"2017-08-19";"2017-08-22";"2017-08-29";7823;1;1;60;"08:20:00";30345;"BrF";"CBC";2017;14;0,233333333333333;2011;"2011-05-02";6;6;2311;164;128;"2017-06-21";"2017-09-20";2017;13;0;"CN";2017;87,1;113900,1013;113900,1013;1,52223354512978;NA;NA;4,69230769230769;1,30769230769231;"Dom";2017;11,6117696285;0;"FI";4153
"1359";5644;1028;FALSE;2614;"2012-07-10";"2012-07-14";"2012-07-15";"2012-07-28";"2012-07-30";5343;1;1;60;"11:05:00";19942;"H";"SAK";2012;5;0,0833333333333333;2011;"2011-05-02";1;1;455;116;128;"2012-06-04";"2012-09-30";2012;3;1;"CN";2012;87,1;8239,75028;8239,75028;-0,528837180496682;NA;NA;4,69230769230769;-3,69230769230769;"Sub";2012;4,47840260407143;0;"F";4153
"1360";5644;2748;FALSE;5503;"2022-06-14";"2022-06-23";"2022-07-02";"2022-07-09";"2022-07-12";8725;1;1;60;"10:55:00";34879;"H";"KL";2022;3;0,05;2011;"2011-05-02";11;11;4089;178;128;"2022-06-22";"2022-09-14";2022;5;2;"CN";2022;87,1;19816,52261;19816,52261;-0,984630675080341;NA;NA;4,69230769230769;6,30769230769231;"Sub";2022;3,1593320765;0;"FI";4153
"1361";5644;2473;FALSE;4878;"2016-08-07";"2016-08-07";"2016-08-23";"2016-08-23";"2016-08-31";7606;1;1;60;"08:34:00";29449;"BrF";"SRP";2016;8;0,133333333333333;2011;"2011-05-02";5;5;1948;159;128;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;87,1;4291,824995;4291,824995;0,154853061378802;NA;NA;4,69230769230769;0,307692307692307;"Dom";2016;4,21428620221429;0;"FI";4153
"1362";5644;2547;FALSE;4993;"2017-08-01";"2017-08-05";"2017-08-19";"2017-08-22";"2017-08-22";7823;1;1;60;"11:06:00";30345;"BrF";"CBC";2017;1;0,0166666666666667;2011;"2011-05-02";6;6;2304;164;128;"2017-06-21";"2017-09-20";2017;13;0;"CN";2017;87,1;113900,1013;113900,1013;-1,440424169664;NA;NA;4,69230769230769;1,30769230769231;"Dom";2017;11,6117696285;0;"FI";4153
"1363";5644;2588;FALSE;5136;"2018-06-10";"2018-06-18";"2018-06-29";"2018-07-04";"2018-07-08";7997;1;1;60;"15:40:00";31403;"BrF";"CD";2018;4;0,0666666666666667;2011;"2011-05-02";7;7;2624;167;128;"2018-06-19";"2018-09-22";2018;5;1;"CN";2018;87,1;19708,39647;19708,39647;-0,756733927788511;NA;NA;4,69230769230769;2,30769230769231;"Dom";2018;3,42862364764286;0;"F";4153
"1364";5644;2457;FALSE;4878;"2016-08-07";"2016-08-07";"2016-08-23";"2016-08-23";"2016-08-24";7606;1;1;60;"09:48:00";29449;"BrF";"SRP";2016;6;0,1;2011;"2011-05-02";5;5;1941;159;128;"2016-06-23";"2016-09-19";2016;3;1;"CN";2016;87,1;4291,824995;4291,824995;-0,300940433204852;NA;NA;4,69230769230769;0,307692307692307;"Dom";2016;4,21428620221429;0;"FI";4153
"1365";5644;1053;FALSE;2614;"2012-07-10";"2012-07-14";"2012-07-15";"2012-07-28";"2012-08-30";5343;1;1;75;"11:03:00";19942;"H";"SAK";2012;2;0,0266666666666667;2011;"2011-05-02";1;1;486;116;128;"2012-06-04";"2012-09-30";2012;3;1;"CN";2012;87,1;8239,75028;8239,75028;-1,3036861212889;NA;NA;4,69230769230769;-3,69230769230769;"Sub";2012;4,47840260407143;0;"FL";4153
"1366";5644;1153;FALSE;2775;"2013-07-01";"2013-08-07";"2013-07-17";"2013-08-24";"2013-09-09";6159;1;1;60;"11:31:00";21641;"H";"HE";2013;8;0,133333333333333;2011;"2011-05-02";2;2;861;122;128;"2013-06-18";"2013-09-30";2013;5;1;"CN";2013;87,1;17711,35813;17711,35813;0,154853061378802;NA;NA;4,69230769230769;-2,69230769230769;"Sub";2013;3,25588827135714;0;"FL";4153
