"","BirdID","Status","FieldPeriodID","BirthDate","Island","PeriodYear","birthyear","PeriodYearEnd","age","age_date","survival","SexEstimate","newstat","agefirstrepro","lifespan","occasionyear","PeriodStart","PeriodEnd","season","seasonlength","no_st","fp_na","avg_bug","statbefore","yearlytq","yearlytq_corr","Year"
"11075",2737,"BrF",12,"1981-07-29","CN",1990,1981,1990,9,3332,1,0,"Dom",0,3332,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",30413.65064,15206.82532,1990
"11076",2738,"NS",6,NA,NA,1986,1980,1986,6,NA,0,0,"dead",1,1845,1986,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11077",2738,"BrF",1,"1980-11-08","CN",1981,1980,1981,1,406,1,0,"Dom",1,1845,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11078",2738,"BrF",2,"1980-11-08","CN",1982,1980,1982,2,763,1,0,"Dom",1,1845,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Dom",NA,NA,NA
"11079",2738,"BrF",3,"1980-11-08","CN",1983,1980,1983,3,1115,1,0,"Dom",1,1845,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11080",2738,"BrF",4,"1980-11-08","CN",1984,1980,1984,4,1418,1,0,"Dom",1,1845,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11081",2738,"BrF",5,"1980-11-08","CN",1985,1980,1985,5,1845,1,0,"Dom",1,1845,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11082",2739,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,1585,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11083",2739,"NSA",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Sub",1,1585,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11084",2739,"BrM",4,"1981-07-26","CN",1984,1981,1984,3,1158,1,1,"Dom",1,1585,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"11085",2739,"BrM",5,"1981-07-26","CN",1985,1981,1985,4,1585,1,1,"Dom",1,1585,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11086",2739,"NS",6,NA,NA,1986,1981,1986,5,NA,0,1,"dead",1,1585,1986,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11087",2739,"U",1,"1981-07-26","CN",1981,1981,1981,0,146,1,1,"Sub",1,1585,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11088",2740,"BrM",3,"1973-12-11","CN",1983,1973,1983,10,3639,1,1,"Dom",8,3942,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11089",2740,"BrM",4,"1973-12-11","CN",1984,1973,1984,11,3942,1,1,"Dom",8,3942,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11090",2740,"BrM",1,"1973-12-11","CN",1981,1973,1981,8,2930,1,1,"Dom",8,3942,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11091",2740,"NSA",2,"1973-12-11","CN",1982,1973,1982,9,3287,1,1,"Sub",8,3942,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Dom",NA,NA,NA
"11092",2740,"NS",5,NA,NA,1985,1973,1985,12,NA,0,1,"dead",8,3942,1985,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11093",2741,"NS",3,NA,NA,1983,1973,1983,10,NA,0,0,"dead",8,3536,1983,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11094",2741,"BrF",1,"1973-04-06","CN",1981,1973,1981,8,3179,1,0,"Dom",8,3536,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11095",2741,"BrF",2,"1973-04-06","CN",1982,1973,1982,9,3536,1,0,"Dom",8,3536,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Dom",NA,NA,NA
"11096",2742,"U",1,"1980-10-02","CN",1981,1980,1981,1,443,1,NA,"Sub",NA,443,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11097",2742,"NS",2,NA,NA,1982,1980,1982,2,NA,0,NA,"dead",NA,443,1982,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"11098",2743,"U",1,"1981-07-09","CN",1981,1981,1981,0,163,1,NA,"Sub",NA,163,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11099",2743,"NS",2,NA,NA,1982,1981,1982,1,NA,0,NA,"dead",NA,163,1982,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"11100",2745,"NS",4,NA,NA,1984,1973,1984,11,NA,0,0,"dead",10,3907,1984,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11101",2745,"BrF",3,"1973-03-18","CN",1983,1973,1983,10,3907,1,0,"Dom",10,3907,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11102",2745,"SEEN1",1,"1973-03-18","CN",1981,1973,1981,8,3198,1,0,"Sub",10,3907,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11103",2745,"NSA",2,"1973-03-18","CN",1982,1973,1982,9,3555,1,0,"Sub",10,3907,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11104",2746,"U",1,"1974-03-18","CN",1981,1974,1981,7,2833,1,1,"Sub",8,3542,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11105",2746,"NS",4,NA,NA,1984,1974,1984,10,NA,0,1,"dead",8,3542,1984,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11106",2746,"BrM",2,"1974-03-18","CN",1982,1974,1982,8,3190,1,1,"Dom",8,3542,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11107",2746,"BrM",3,"1974-03-18","CN",1983,1974,1983,9,3542,1,1,"Dom",8,3542,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11108",2747,"NS",3,NA,NA,1983,1974,1983,9,NA,0,NA,"dead",NA,3189,1983,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"11109",2747,"U",1,"1974-03-19","CN",1981,1974,1981,7,2832,1,NA,"Sub",NA,3189,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11110",2747,"U",2,"1974-03-19","CN",1982,1974,1982,8,3189,1,NA,"Sub",NA,3189,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11111",2748,"NS",2,"1980-12-05","CN",1982,1980,1982,2,736,0,NA,"dead",NA,736,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11112",2748,"U",1,"1980-12-05","CN",1981,1980,1981,1,379,1,NA,"Sub",NA,736,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11113",2749,"BrF",1,"1980-12-19","CN",1981,1980,1981,1,365,1,0,"Dom",1,4029,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11114",2749,"NSA",2,"1980-12-19","CN",1982,1980,1982,2,722,1,0,"Sub",1,4029,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Dom",NA,NA,NA
"11115",2749,"NSA",3,"1980-12-19","CN",1983,1980,1983,3,1074,1,0,"Sub",1,4029,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11116",2749,"NS",NA,NA,NA,1992,1980,1992,12,NA,0,0,"dead",1,4029,1992,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11117",2749,"BrF",4,"1980-12-19","CN",1984,1980,1984,4,1377,1,0,"Dom",1,4029,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"11118",2749,"BrF",5,"1980-12-19","CN",1985,1980,1985,5,1804,1,0,"Dom",1,4029,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11119",2749,"BrF",6,"1980-12-19","CN",1986,1980,1986,6,2177,1,0,"Dom",1,4029,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11120",2749,"BrF",7,"1980-12-19","CN",1987,1980,1988,8,2596,1,0,"Dom",1,4029,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11121",2749,"BrF",8,"1980-12-19","CN",1988,1980,1989,9,3017,1,0,"Dom",1,4029,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"11122",2749,"BrF",10,"1980-12-19","CN",1989,1980,1989,9,3264,1,0,"Dom",1,4029,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"11123",2749,"BrF",12,"1980-12-19","CN",1990,1980,1990,10,3554,1,0,"Dom",1,4029,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",77615.28043,38807.64021,1990
"11124",2749,"BrF",14,"1980-12-19","CN",1991,1980,1991,11,4029,1,0,"Dom",1,4029,1991,1991-01-01,1991-12-31,"main",364,1,FALSE,NA,"Dom",NA,NA,NA
"11125",2750,"NS",14,NA,NA,1991,1980,1991,11,NA,0,0,"dead",2,3554,1991,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11126",2750,"NSA",3,"1980-12-19","CN",1983,1980,1983,3,1074,1,0,"Sub",2,3554,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11127",2750,"NSA",4,"1980-12-19","CN",1984,1980,1984,4,1377,1,0,"Sub",2,3554,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"11128",2750,"BrF",5,"1980-12-19","CN",1985,1980,1985,5,1804,1,0,"Dom",2,3554,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"11129",2750,"U",1,"1980-12-19","CN",1981,1980,1981,1,365,1,0,"Sub",2,3554,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11130",2750,"BrF",2,"1980-12-19","CN",1982,1980,1982,2,722,1,0,"Dom",2,3554,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11131",2750,"BrF",7,"1980-12-19","CN",1987,1980,1988,8,2596,1,0,"Dom",2,3554,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11132",2750,"BrF",8,"1980-12-19","CN",1988,1980,1989,9,3017,1,0,"Dom",2,3554,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"11133",2750,"BrF",10,"1980-12-19","CN",1989,1980,1989,9,3264,1,0,"Dom",2,3554,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"11134",2750,"BrF",6,"1980-12-19","CN",1986,1980,1986,6,2177,1,0,"Dom",2,3554,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11135",2750,"BrF",12,"1980-12-19","CN",1990,1980,1990,10,3554,1,0,"Dom",2,3554,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",64845.10164,32422.55082,1990
"11136",2751,"NS",12,NA,NA,1990,1977,1990,13,NA,0,0,"dead",4,4607,1990,NA,NA,NA,NA,1,TRUE,2.6524428182,"Dom",NA,NA,NA
"11137",2751,"BrF",10,"1977-04-16","CN",1989,1977,1989,12,4607,1,0,"Dom",4,4607,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"11138",2751,"BrF",8,"1977-04-16","CN",1988,1977,1989,12,4360,1,0,"Dom",4,4607,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Sub",NA,NA,NA
"11139",2751,"BrF",1,"1977-04-16","CN",1981,1977,1981,4,1708,1,0,"Dom",4,4607,1981,1981-09-28,1981-12-19,"main",82,1,FALSE,NA,"Sub",NA,NA,NA
"11140",2751,"SEEN1",2,"1977-04-16","CN",1982,1977,1982,5,2065,1,0,"Sub",4,4607,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Dom",NA,NA,NA
"11141",2751,"NSA",3,"1977-04-16","CN",1983,1977,1983,6,2417,1,0,"Sub",4,4607,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11142",2751,"NSA",4,"1977-04-16","CN",1984,1977,1984,7,2720,1,0,"Sub",4,4607,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"11143",2751,"BrF",5,"1977-04-16","CN",1985,1977,1985,8,3147,1,0,"Dom",4,4607,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Sub",NA,NA,NA
"11144",2751,"ABX",6,"1977-04-16","CN",1986,1977,1986,9,3520,1,0,"Sub",4,4607,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11145",2751,"ABX",7,"1977-04-16","CN",1987,1977,1988,11,3939,1,0,"Sub",4,4607,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Sub",NA,NA,NA
"11146",2752,"BrF",3,"1981-03-10","CN",1983,1981,1983,2,993,1,NA,"Dom",1,1723,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11147",2752,"BrF",4,"1981-03-10","CN",1984,1981,1984,3,1296,1,NA,"Dom",1,1723,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11148",2752,"BrF",5,"1981-03-10","CN",1985,1981,1985,4,1723,1,NA,"Dom",1,1723,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11149",2752,"BrM",2,"1981-03-10","CN",1982,1981,1982,1,641,1,NA,"Dom",1,1723,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11150",2752,"NS",6,NA,NA,1986,1981,1986,5,NA,0,NA,"dead",1,1723,1986,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11151",2753,"BrM",3,"1982-03-10","CN",1983,1982,1983,1,628,1,1,"Dom",1,2150,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11152",2753,"BrM",4,"1982-03-10","CN",1984,1982,1984,2,931,1,1,"Dom",1,2150,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11153",2753,"ABX",2,"1982-03-10","CN",1982,1982,1982,0,276,1,1,"Sub",1,2150,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11154",2753,"BrM",7,"1982-03-10","CN",1987,1982,1988,6,2150,1,1,"Dom",1,2150,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11155",2753,"BrM",5,"1982-03-10","CN",1985,1982,1985,3,1358,1,1,"Dom",1,2150,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11156",2753,"BrM",6,"1982-03-10","CN",1986,1982,1986,4,1731,1,1,"Dom",1,2150,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11157",2753,"NS",8,NA,NA,1988,1982,1989,7,NA,0,1,"dead",1,2150,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11158",2754,"BrM",2,"1981-04-14","CN",1982,1981,1982,1,606,1,1,"Dom",1,2480,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11159",2754,"BrM",6,"1981-04-14","CN",1986,1981,1986,5,2061,1,1,"Dom",1,2480,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11160",2754,"BrM",3,"1981-04-14","CN",1983,1981,1983,2,958,1,1,"Dom",1,2480,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11161",2754,"BrM",4,"1981-04-14","CN",1984,1981,1984,3,1261,1,1,"Dom",1,2480,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11162",2754,"BrM",5,"1981-04-14","CN",1985,1981,1985,4,1688,1,1,"Dom",1,2480,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11163",2754,"NS",8,NA,NA,1988,1981,1989,8,NA,0,1,"dead",1,2480,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11164",2754,"BrM",7,"1981-04-14","CN",1987,1981,1988,7,2480,1,1,"Dom",1,2480,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11165",2755,"NS",8,NA,NA,1988,1981,1989,8,NA,0,1,"dead",2,2480,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11166",2755,"BrM",4,"1981-04-14","CN",1984,1981,1984,3,1261,1,1,"Dom",2,2480,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11167",2755,"BrM",5,"1981-04-14","CN",1985,1981,1985,4,1688,1,1,"Dom",2,2480,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11168",2755,"BrM",7,"1981-04-14","CN",1987,1981,1988,7,2480,1,1,"Dom",2,2480,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11169",2755,"BrM",3,"1981-04-14","CN",1983,1981,1983,2,958,1,1,"Dom",2,2480,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11170",2755,"BrM",6,"1981-04-14","CN",1986,1981,1986,5,2061,1,1,"Dom",2,2480,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11171",2755,"U",2,"1981-04-14","CN",1982,1981,1982,1,606,1,1,"Sub",2,2480,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11172",2756,"BrM",3,"1981-04-14","CN",1983,1981,1983,2,958,1,1,"Dom",1,4504,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11173",2756,"BrM",2,"1981-04-14","CN",1982,1981,1982,1,606,1,1,"Dom",1,4504,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11174",2756,"BrM",7,"1981-04-14","CN",1987,1981,1988,7,2480,1,1,"Dom",1,4504,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11175",2756,"BrM",4,"1981-04-14","CN",1984,1981,1984,3,1261,1,1,"Dom",1,4504,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11176",2756,"BrM",5,"1981-04-14","CN",1985,1981,1985,4,1688,1,1,"Dom",1,4504,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11177",2756,"BrM",6,"1981-04-14","CN",1986,1981,1986,5,2061,1,1,"Dom",1,4504,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11178",2756,"NS",17,NA,NA,1994,1981,1994,13,NA,0,1,"dead",1,4504,1994,NA,NA,NA,NA,1,TRUE,NA,"Sub",NA,NA,NA
"11179",2756,"ABX",16,"1981-04-14","CN",1993,1981,1993,12,4504,1,1,"Sub",1,4504,1993,1993-08-07,1993-08-13,"main",6,1,FALSE,NA,"Dom",NA,NA,NA
"11180",2756,"BrM",8,"1981-04-14","CN",1988,1981,1989,8,2901,1,1,"Dom",1,4504,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"11181",2756,"BrM",10,"1981-04-14","CN",1989,1981,1989,8,3148,1,1,"Dom",1,4504,1989,1989-07-02,1989-11-26,"main",147,1,FALSE,NA,"Dom",NA,NA,NA
"11182",2756,"BrM",12,"1981-04-14","CN",1990,1981,1990,9,3438,1,1,"Dom",1,4504,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",68016.40268,34008.20134,1990
"11183",2756,"BrM",14,"1981-04-14","CN",1991,1981,1991,10,3913,1,1,"Dom",1,4504,1991,1991-01-01,1991-12-31,"main",364,1,FALSE,NA,"Dom",NA,NA,NA
"11184",2757,"BrF",2,"1981-05-19","CN",1982,1981,1982,1,571,1,0,"Dom",1,1653,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11185",2757,"BrF",3,"1981-05-19","CN",1983,1981,1983,2,923,1,0,"Dom",1,1653,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11186",2757,"BrF",4,"1981-05-19","CN",1984,1981,1984,3,1226,1,0,"Dom",1,1653,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11187",2757,"BrF",5,"1981-05-19","CN",1985,1981,1985,4,1653,1,0,"Dom",1,1653,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11188",2757,"NS",6,NA,NA,1986,1981,1986,5,NA,0,0,"dead",1,1653,1986,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11189",2758,"BrM",3,"1982-02-23","CN",1983,1982,1983,1,643,1,1,"Dom",0,643,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11190",2758,"BrM",2,"1982-02-23","CN",1982,1982,1982,0,291,1,1,"Dom",0,643,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11191",2758,"NS",4,NA,NA,1984,1982,1984,2,NA,0,1,"dead",0,643,1984,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11192",2759,"BrF",2,"1981-05-24","CN",1982,1981,1982,1,566,1,0,"Dom",1,2440,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11193",2759,"NSA",3,"1981-05-24","CN",1983,1981,1983,2,918,1,0,"Sub",1,2440,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11194",2759,"NS",8,NA,NA,1988,1981,1989,8,NA,0,0,"dead",1,2440,1988,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11195",2759,"BrF",6,"1981-05-24","CN",1986,1981,1986,5,2021,1,0,"Dom",1,2440,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11196",2759,"BrF",7,"1981-05-24","CN",1987,1981,1988,7,2440,1,0,"Dom",1,2440,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11197",2759,"BrF",4,"1981-05-24","CN",1984,1981,1984,3,1221,1,0,"Dom",1,2440,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Sub",NA,NA,NA
"11198",2759,"BrF",5,"1981-05-24","CN",1985,1981,1985,4,1648,1,0,"Dom",1,2440,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11199",2760,"NS",7,NA,NA,1987,1981,1987,6,NA,0,0,"dead",2,1998,1987,NA,NA,NA,NA,1,TRUE,5.08906934646667,"Dom",NA,NA,NA
"11200",2760,"BrF",6,"1981-06-16","CN",1986,1981,1986,5,1998,1,0,"Dom",2,1998,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11201",2760,"SEEN1",2,"1981-06-16","CN",1982,1981,1982,1,543,1,0,"Sub",2,1998,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11202",2760,"BrF",3,"1981-06-16","CN",1983,1981,1983,2,895,1,0,"Dom",2,1998,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Sub",NA,NA,NA
"11203",2760,"BrF",4,"1981-06-16","CN",1984,1981,1984,3,1198,1,0,"Dom",2,1998,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11204",2760,"BrF",5,"1981-06-16","CN",1985,1981,1985,4,1625,1,0,"Dom",2,1998,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11205",2762,"BrM",3,"1981-07-26","CN",1983,1981,1983,2,855,1,1,"Dom",1,855,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11206",2762,"BrM",2,"1981-07-26","CN",1982,1981,1982,1,503,1,1,"Dom",1,855,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11207",2762,"NS",4,NA,NA,1984,1981,1984,3,NA,0,1,"dead",1,855,1984,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11208",2763,"BrM",3,"1981-07-28","CN",1983,1981,1983,2,853,1,1,"Dom",1,3808,1983,1983-05-26,1983-11-28,"main",186,1,FALSE,NA,"Dom",NA,NA,NA
"11209",2763,"BrM",4,"1981-07-28","CN",1984,1981,1984,3,1156,1,1,"Dom",1,3808,1984,1984-01-13,1984-09-26,"main",257,1,FALSE,NA,"Dom",NA,NA,NA
"11210",2763,"BrM",2,"1981-07-28","CN",1982,1981,1982,1,501,1,1,"Dom",1,3808,1982,1982-03-10,1982-12-11,"main",276,1,FALSE,NA,"Sub",NA,NA,NA
"11211",2763,"NS",NA,NA,NA,1992,1981,1992,11,NA,0,1,"dead",1,3808,1992,NA,NA,NA,NA,1,TRUE,NA,"Dom",NA,NA,NA
"11212",2763,"BrM",6,"1981-07-28","CN",1986,1981,1986,5,1956,1,1,"Dom",1,3808,1986,1986-05-19,1986-12-05,"main",200,1,FALSE,NA,"Dom",NA,NA,NA
"11213",2763,"BrM",7,"1981-07-28","CN",1987,1981,1988,7,2375,1,1,"Dom",1,3808,1987,1987-01-29,1988-01-28,"main",364,1,FALSE,5.08906934646667,"Dom",NA,NA,NA
"11214",2763,"BrM",8,"1981-07-28","CN",1988,1981,1989,8,2796,1,1,"Dom",1,3808,1988,1988-07-16,1989-03-24,"main",251,1,FALSE,NA,"Dom",NA,NA,NA
"11215",2763,"BrM",5,"1981-07-28","CN",1985,1981,1985,4,1583,1,1,"Dom",1,3808,1985,1985-03-16,1985-11-27,"main",256,1,FALSE,NA,"Dom",NA,NA,NA
"11216",2763,"BrM",12,"1981-07-28","CN",1990,1981,1990,9,3333,1,1,"Dom",1,3808,1990,1990-01-22,1990-09-12,"main",233,1,FALSE,2.6524428182,"Dom",41974.18134,20987.09067,1990
